geometry,code
POINT (0.0007682578172413 0.0002481962477518),BaylorSCH0S-WasinkhyahTMP0S-75
POINT (0.0007682536819151 0.000248201426054),BaylorSCH0S-WasinkhyahTMP0S-76
POINT (0.0007682619418701 0.0002481977613579),BaylorSCH0S-WasinkhyahTMP0S-77
POINT (0.0007682557293888 0.0002481893921994),BaylorSCH0S-WasinkhyahTMP0S-78
POINT (0.0007682390718366 0.0002481887861898),BaylorSCH0S-WasinkhyahTMP0S-79
POINT (0.0007682317093851 0.0002481938181088),BaylorSCH0S-WasinkhyahTMP0S-80
POINT (0.0007682485357701 0.000248188939999),BaylorSCH0S-WasinkhyahTMP0S-81
POINT (0.0007682591196992 0.0002481971729718),BaylorSCH0S-WasinkhyahTMP0S-82
POINT (0.0007682551289138 0.00024820329803),BaylorSCH0S-WasinkhyahTMP0S-83
POINT (0.0007682516533048 0.0002481901399633),BaylorSCH0S-WasinkhyahTMP0S-84
POINT (0.0007682325318729 0.0002481923531743),BaylorSCH0S-WasinkhyahTMP0S-85
POINT (0.0007682637203644 0.0002481886404946),BaylorSCH0S-WasinkhyahTMP0S-86
POINT (0.0007682581252271 0.0002481997151105),BaylorSCH0S-WasinkhyahTMP0S-87
POINT (0.0007682647390907 0.0002481996571582),BaylorSCH0SE-WasinkhyahTMP0SE-153
POINT (0.0007682472810992 0.00024819123978),BaylorSCH0S-WasinkhyahTMP0S-88
POINT (0.0007682558273208 0.0002482042181227),BaylorSCH0S-WasinkhyahTMP0S-89
POINT (0.000768254773259 0.0002482028183424),BaylorSCH0S-WasinkhyahTMP0S-90
POINT (0.0007682432119503 0.0002481914412107),BaylorSCH0S-WasinkhyahTMP0S-91
POINT (0.000768264945658 0.0002481975227998),BaylorSCH0SE-WasinkhyahTMP0SE-154
POINT (0.0007682521558243 0.000248199394147),BaylorSCH0S-WasinkhyahTMP0S-92
POINT (0.0007682468967444 0.0002481891105102),BaylorSCH0S-WasinkhyahTMP0S-93
POINT (0.0007682345711047 0.0002481919218023),BaylorSCH0S-WasinkhyahTMP0S-94
POINT (0.0007682560358186 0.0002481957455259),BaylorSCH0S-WasinkhyahTMP0S-95
POINT (0.0007682558344118 0.0002482013050867),BaylorSCH0S-WasinkhyahTMP0S-96
POINT (0.0007682595439223 0.0002481955695121),BaylorSCH0S-WasinkhyahTMP0S-97
POINT (0.0007682450097177 0.0002481920594398),BaylorSCH0S-WasinkhyahTMP0S-98
POINT (0.0007682565027658 0.0002481971665403),BaylorSCH0S-WasinkhyahTMP0S-99
POINT (0.0007682384819486 0.0002481925726522),BaylorSCH0S-WasinkhyahTMP0S-100
POINT (0.0007682374564291 0.0002481908713275),BaylorSCH0S-WasinkhyahTMP0S-101
POINT (0.0007682946492547 0.0002482179686496),BaylorSCH0E-WasinkhyahTMP0E-23
POINT (0.000768283876404 0.0002482006025378),BaylorSCH0SE-WasinkhyahTMP0SE-155
POINT (0.000768290076807 0.0002482093342258),BaylorSCH0SE-WasinkhyahTMP0SE-156
POINT (0.0007682824653772 0.0002482057081728),BaylorSCH0SE-WasinkhyahTMP0SE-157
POINT (0.0007682920066675 0.0002482044798493),BaylorSCH0SE-WasinkhyahTMP0SE-158
POINT (0.0007682662172836 0.0002482092629499),BaylorSCH0SE-WasinkhyahTMP0SE-159
POINT (0.0007682656267483 0.0002482094355955),BaylorSCH0SE-WasinkhyahTMP0SE-160
POINT (0.000768263674711 0.0002482101941895),BaylorSCH0SE-WasinkhyahTMP0SE-161
POINT (0.0007682649111167 0.0002482097228783),BaylorSCH0SE-WasinkhyahTMP0SE-162
POINT (0.0007682769761447 0.0002482082421565),BaylorSCH0SE-WasinkhyahTMP0SE-163
POINT (0.000768279139983 0.0002482063100812),BaylorSCH0SE-WasinkhyahTMP0SE-164
POINT (0.0007682778183252 0.0002482072349057),BaylorSCH0SE-WasinkhyahTMP0SE-165
POINT (0.0007682762101277 0.0002482075555953),BaylorSCH0SE-WasinkhyahTMP0SE-166
POINT (0.0007682250366737 0.0002482362278281),BaylorSCH0W-WasinkhyahTMP0W-10
POINT (0.0007682249809071 0.000248234717735),BaylorSCH0W-WasinkhyahTMP0W-11
POINT (0.0007682688466615 0.000248197823795),BaylorSCH0SE-WasinkhyahTMP0SE-167
POINT (0.0007682590519027 0.0002482283680997),BaylorSCH0SE-WasinkhyahTMP0SE-168
POINT (0.0007682571504024 0.0002482325704631),BaylorSCH0E-WasinkhyahTMP0E-24
POINT (0.0007682265737167 0.000248212538101),BaylorSCH0SW-WasinkhyahTMP0SW-34
POINT (0.0007682394775334 0.0002482201777243),BaylorSCH0SW-WasinkhyahTMP0SW-35
POINT (0.0007682331613516 0.0002482328896787),BaylorSCH0W-WasinkhyahTMP0W-12
POINT (0.0007682472735958 0.0002482078412596),BaylorSCH0S-WasinkhyahTMP0S-102
POINT (0.0007682197196709 0.0002482367676801),BaylorSCH0W-WasinkhyahTMP0W-13
POINT (0.0007682260210876 0.0002482324134818),BaylorSCH0W-WasinkhyahTMP0W-14
POINT (0.0007682385646082 0.0002482310459868),BaylorSCH0SW-WasinkhyahTMP0SW-36
POINT (0.0007682849157011 0.0002482004413874),BaylorSCH0SE-WasinkhyahTMP0SE-169
POINT (0.0007682429056702 0.0002482225721624),BaylorSCH0S-WasinkhyahTMP0S-103
POINT (0.0007682333137762 0.0002481976489744),BaylorSCH0S-WasinkhyahTMP0S-104
POINT (0.0007682416887696 0.0002482020358971),BaylorSCH0S-WasinkhyahTMP0S-105
POINT (0.0007682209344002 0.0002482144768464),BaylorSCH0SW-WasinkhyahTMP0SW-37
POINT (0.0007682453647565 0.0002482310831571),BaylorSCH0S-WasinkhyahTMP0S-106
POINT (0.0007682887919316 0.0002481996939891),BaylorSCH0SE-WasinkhyahTMP0SE-170
POINT (0.0007682483746786 0.000248208174055),BaylorSCH0S-WasinkhyahTMP0S-107
POINT (0.0007682204857839 0.0002482363820611),BaylorSCH0W-WasinkhyahTMP0W-15
POINT (0.0007682375328773 0.0002482269978254),BaylorSCH0SW-WasinkhyahTMP0SW-38
POINT (0.0007682904807648 0.0002482037903683),BaylorSCH0SE-WasinkhyahTMP0SE-171
POINT (0.0007682441177156 0.0002482214045534),BaylorSCH0S-WasinkhyahTMP0S-108
POINT (0.000768230718831 0.0002482118876646),BaylorSCH0SW-WasinkhyahTMP0SW-39
POINT (0.0007682606535007 0.0002482335931015),BaylorSCH0E-WasinkhyahTMP0E-25
POINT (0.0007682335697961 0.0002482098350703),BaylorSCH0SW-WasinkhyahTMP0SW-40
POINT (0.0007682360830466 0.0002482199394713),BaylorSCH0SW-WasinkhyahTMP0SW-41
POINT (0.0007682402255544 0.0002482007770783),BaylorSCH0S-WasinkhyahTMP0S-109
POINT (0.0007682329258434 0.0002482336245488),BaylorSCH0W-WasinkhyahTMP0W-16
POINT (0.0007682866420752 0.0002482002968494),BaylorSCH0SE-WasinkhyahTMP0SE-172
POINT (0.0007682348354036 0.0002482115904277),BaylorSCH0SW-WasinkhyahTMP0SW-42
POINT (0.0007682322128909 0.0002481971126801),BaylorSCH0S-WasinkhyahTMP0S-110
POINT (0.0007682191903446 0.0002482153237108),BaylorSCH0SW-WasinkhyahTMP0SW-43
POINT (0.0007682604740533 0.0002482289067417),BaylorSCH0SE-WasinkhyahTMP0SE-173
POINT (0.0007682914942849 0.0002481990838105),BaylorSCH0SE-WasinkhyahTMP0SE-174
POINT (0.0007682385033237 0.0002482339724248),BaylorSCH0W-WasinkhyahTMP0W-17
POINT (0.000768217021361 0.0002482090429294),BaylorSCH0SW-WasinkhyahTMP0SW-44
POINT (0.0007682329385217 0.000248234065831),BaylorSCH0W-WasinkhyahTMP0W-18
POINT (0.0007682306986567 0.0002482333610793),BaylorSCH0W-WasinkhyahTMP0W-19
POINT (0.0007682404161221 0.0002482090383509),BaylorSCH0S-WasinkhyahTMP0S-111
POINT (0.0007682194485154 0.0002482137966725),BaylorSCH0SW-WasinkhyahTMP0SW-45
POINT (0.0007682252485808 0.0002482320868172),BaylorSCH0W-WasinkhyahTMP0W-20
POINT (0.000768239011662 0.0002482317877862),BaylorSCH0SW-WasinkhyahTMP0SW-46
POINT (0.0007682374149145 0.0002482207482473),BaylorSCH0SW-WasinkhyahTMP0SW-47
POINT (0.0007682296776109 0.0002482348418694),BaylorSCH0W-WasinkhyahTMP0W-21
POINT (0.0007682601176655 0.0002482306265115),BaylorSCH0E-WasinkhyahTMP0E-26
POINT (0.0007682216819408 0.0002482110428552),BaylorSCH0SW-WasinkhyahTMP0SW-48
POINT (0.000768287322769 0.0002482049677008),BaylorSCH0SE-WasinkhyahTMP0SE-175
POINT (0.0007682437119888 0.0002482249517754),BaylorSCH0S-WasinkhyahTMP0S-112
POINT (0.0007682380586776 0.0002482233785207),BaylorSCH0SW-WasinkhyahTMP0SW-49
POINT (0.0007682242593613 0.0002482142998261),BaylorSCH0SW-WasinkhyahTMP0SW-50
POINT (0.00076821854843 0.0002482198963065),BaylorSCH0SW-WasinkhyahTMP0SW-51
POINT (0.0007682413074348 0.0002482076597999),BaylorSCH0S-WasinkhyahTMP0S-113
POINT (0.0007682438757834 0.000248203954434),BaylorSCH0S-WasinkhyahTMP0S-114
POINT (0.0007682287554765 0.000248233328787),BaylorSCH0W-WasinkhyahTMP0W-22
POINT (0.0007682894534847 0.0002482040621841),BaylorSCH0SE-WasinkhyahTMP0SE-176
POINT (0.0007682412888478 0.0002482256546551),BaylorSCH0SW-WasinkhyahTMP0SW-52
POINT (0.0007682338587459 0.0002482115155322),BaylorSCH0SW-WasinkhyahTMP0SW-53
POINT (0.0007682226501049 0.0002482137658392),BaylorSCH0SW-WasinkhyahTMP0SW-54
POINT (0.0007682178210699 0.0002482242366905),BaylorSCH0W-WasinkhyahTMP0W-23
POINT (0.0007682342206344 0.0002481969817926),BaylorSCH0S-WasinkhyahTMP0S-115
POINT (0.000768234486229 0.0002482091886108),BaylorSCH0SW-WasinkhyahTMP0SW-55
POINT (0.0007682328328217 0.0002481960879556),BaylorSCH0S-WasinkhyahTMP0S-116
POINT (0.0007682404622139 0.0002482251287065),BaylorSCH0SW-WasinkhyahTMP0SW-56
POINT (0.0007682420901895 0.0002482044055086),BaylorSCH0S-WasinkhyahTMP0S-117
POINT (0.0007682331169026 0.0002482110838781),BaylorSCH0SW-WasinkhyahTMP0SW-57
POINT (0.0007682401522906 0.0002482344957841),BaylorSCH0W-WasinkhyahTMP0W-24
POINT (0.0007682175263717 0.0002482365555998),BaylorSCH0W-WasinkhyahTMP0W-25
POINT (0.000768217587027 0.0002482070873149),BaylorSCH0SW-WasinkhyahTMP0SW-58
POINT (0.000768216832096 0.0002482259543949),BaylorSCH0W-WasinkhyahTMP0W-26
POINT (0.0007682276885758 0.0002482341498437),BaylorSCH0W-WasinkhyahTMP0W-27
POINT (0.0007682238790567 0.0002482002481934),BaylorSCH0SW-WasinkhyahTMP0SW-59
POINT (0.0007682257337807 0.0002482099991389),BaylorSCH0SW-WasinkhyahTMP0SW-60
POINT (0.0007682581856711 0.0002482297920033),BaylorSCH0SE-WasinkhyahTMP0SE-177
POINT (0.0007682196301887 0.0002482313780183),BaylorSCH0W-WasinkhyahTMP0W-28
POINT (0.0007682206943887 0.0002482121554479),BaylorSCH0SW-WasinkhyahTMP0SW-61
POINT (0.0007682541731191 0.0002482289432958),BaylorSCH0SE-WasinkhyahTMP0SE-178
POINT (0.0007682432259792 0.0002482016382925),BaylorSCH0S-WasinkhyahTMP0S-118
POINT (0.0007682471543866 0.0002482316855368),BaylorSCH0S-WasinkhyahTMP0S-119
POINT (0.0007682450217172 0.0002482221354365),BaylorSCH0S-WasinkhyahTMP0S-120
POINT (0.0007682225218656 0.0002482297426354),BaylorSCH0W-WasinkhyahTMP0W-29
POINT (0.0007682896426361 0.0002481994968089),BaylorSCH0SE-WasinkhyahTMP0SE-179
POINT (0.0007682330682528 0.0002482090345847),BaylorSCH0SW-WasinkhyahTMP0SW-62
POINT (0.0007682172217394 0.0002482350434772),BaylorSCH0W-WasinkhyahTMP0W-30
POINT (0.0007682326330149 0.0002482120529074),BaylorSCH0SW-WasinkhyahTMP0SW-63
POINT (0.0007682502793279 0.0002482364645674),BaylorSCH0E-WasinkhyahTMP0E-27
POINT (0.0007682568442468 0.0002482283372211),BaylorSCH0SE-WasinkhyahTMP0SE-180
POINT (0.0007682229808994 0.0002482314025808),BaylorSCH0W-WasinkhyahTMP0W-31
POINT (0.0007682342177509 0.0002482175602641),BaylorSCH0SW-WasinkhyahTMP0SW-64
POINT (0.0007682178395776 0.0002482148855166),BaylorSCH0SW-WasinkhyahTMP0SW-65
POINT (0.0007682275293873 0.0002482132818012),BaylorSCH0SW-WasinkhyahTMP0SW-66
POINT (0.0007682224021844 0.0002482305627617),BaylorSCH0W-WasinkhyahTMP0W-32
POINT (0.0007682445223174 0.0002482311045182),BaylorSCH0SW-WasinkhyahTMP0SW-67
POINT (0.0007682174338078 0.0002482248849955),BaylorSCH0W-WasinkhyahTMP0W-33
POINT (0.0007682363886909 0.0002482103015735),BaylorSCH0S-WasinkhyahTMP0S-121
POINT (0.0007682336955602 0.0002481965844707),BaylorSCH0S-WasinkhyahTMP0S-122
POINT (0.0007682489038871 0.0002482370766186),BaylorSCH0NE-WasinkhyahTMP0NE
POINT (0.0007682356422088 0.0002482092686298),BaylorSCH0SW-WasinkhyahTMP0SW-68
POINT (0.0007682396676521 0.0002482238866793),BaylorSCH0SW-WasinkhyahTMP0SW-69
POINT (0.0007682351199865 0.0002482082704852),BaylorSCH0SW-WasinkhyahTMP0SW-70
POINT (0.0007682324984616 0.0002482075309367),BaylorSCH0SW-WasinkhyahTMP0SW-71
POINT (0.0007682688981164 0.0002481992695785),BaylorSCH0SE-WasinkhyahTMP0SE-181
POINT (0.0007682527399839 0.0002482273670707),BaylorSCH0SE-WasinkhyahTMP0SE-182
POINT (0.0007682178274621 0.0002482057738349),BaylorSCH0SW-WasinkhyahTMP0SW-72
POINT (0.0007682458172993 0.0002481970864437),BaylorSCH0S-WasinkhyahTMP0S-123
POINT (0.0007682474407382 0.0002481989352374),BaylorSCH0S-WasinkhyahTMP0S-124
POINT (0.0007682485840785 0.000248198404304),BaylorSCH0S-WasinkhyahTMP0S-125
POINT (0.0007682381955305 0.0002482014192263),BaylorSCH0S-WasinkhyahTMP0S-126
POINT (0.0007682368856404 0.000248210236045),BaylorSCH0S-WasinkhyahTMP0S-127
POINT (0.0007682362799947 0.0002482084595628),BaylorSCH0S-WasinkhyahTMP0S-128
POINT (0.000768228822661 0.0002482130158313),BaylorSCH0SW-WasinkhyahTMP0SW-73
POINT (0.0007682195600499 0.0002482285035939),BaylorSCH0W-WasinkhyahTMP0W-34
POINT (0.000768252360263 0.0002482181618445),BaylorSCH0S-WasinkhyahTMP0S-129
POINT (0.0007682491885078 0.0002482182747373),BaylorSCH0S-WasinkhyahTMP0S-130
POINT (0.0007682491093586 0.0002482199486921),BaylorSCH0S-WasinkhyahTMP0S-131
POINT (0.0007682465026416 0.0002482204312118),BaylorSCH0S-WasinkhyahTMP0S-132
POINT (0.000768222932503 0.0002482097858875),BaylorSCH0SW-WasinkhyahTMP0SW-74
POINT (0.0007682228297096 0.000248210525772),BaylorSCH0SW-WasinkhyahTMP0SW-75
POINT (0.0007682369679467 0.0002482037360341),BaylorSCH0S-WasinkhyahTMP0S-133
POINT (0.0007682352433575 0.0002482006771952),BaylorSCH0S-WasinkhyahTMP0S-134
POINT (0.0007682384475711 0.0002482070333839),BaylorSCH0S-WasinkhyahTMP0S-135
POINT (0.0007682337746899 0.0002482070412017),BaylorSCH0SW-WasinkhyahTMP0SW-76
POINT (0.0007682344279366 0.0002482069864434),BaylorSCH0SW-WasinkhyahTMP0SW-77
POINT (0.0007682353614345 0.000248206737185),BaylorSCH0S-WasinkhyahTMP0S-136
POINT (0.0007682389546105 0.0002482040032072),BaylorSCH0S-WasinkhyahTMP0S-137
POINT (0.0007682383250773 0.0002482031185091),BaylorSCH0S-WasinkhyahTMP0S-138
POINT (0.000768239213993 0.000248208383107),BaylorSCH0S-WasinkhyahTMP0S-139
POINT (0.0007682393060162 0.0002482064440936),BaylorSCH0S-WasinkhyahTMP0S-140
POINT (0.0007682401697185 0.0002482065899064),BaylorSCH0S-WasinkhyahTMP0S-141
POINT (0.0007682406800355 0.0002482069984622),BaylorSCH0S-WasinkhyahTMP0S-142
POINT (0.0007682440641066 0.0002482095857227),BaylorSCH0S-WasinkhyahTMP0S-143
POINT (0.0007682393391911 0.000248210685557),BaylorSCH0S-WasinkhyahTMP0S-144
POINT (0.0007682397674834 0.0002482105508231),BaylorSCH0S-WasinkhyahTMP0S-145
POINT (0.0007682401945582 0.0002482105961658),BaylorSCH0S-WasinkhyahTMP0S-146
POINT (0.0007682409138396 0.000248210467294),BaylorSCH0S-WasinkhyahTMP0S-147
POINT (0.0007682416302655 0.0002482105655528),BaylorSCH0S-WasinkhyahTMP0S-148
POINT (0.0007682464823704 0.0002482089900973),BaylorSCH0S-WasinkhyahTMP0S-149
POINT (0.0007682457648752 0.0002482091797493),BaylorSCH0S-WasinkhyahTMP0S-150
POINT (0.0007682450287059 0.0002482094362184),BaylorSCH0S-WasinkhyahTMP0S-151
POINT (0.0007682578039644 0.0002482063884931),BaylorSCH0S-WasinkhyahTMP0S-152
POINT (0.0007682599440909 0.0002482059736005),BaylorSCH0SE-WasinkhyahTMP0SE-183
POINT (0.0007682606787056 0.0002482058739491),BaylorSCH0SE-WasinkhyahTMP0SE-184
POINT (0.000768261324649 0.0002482057023345),BaylorSCH0SE-WasinkhyahTMP0SE-185
POINT (0.0007682617596483 0.0002482057361826),BaylorSCH0SE-WasinkhyahTMP0SE-186
POINT (0.0007682621271691 0.0002482054288328),BaylorSCH0SE-WasinkhyahTMP0SE-187
POINT (0.0007682633873581 0.0002482051061231),BaylorSCH0SE-WasinkhyahTMP0SE-188
POINT (0.0007682649852007 0.0002482042458159),BaylorSCH0SE-WasinkhyahTMP0SE-189
POINT (0.0007682658959198 0.0002482046244859),BaylorSCH0SE-WasinkhyahTMP0SE-190
POINT (0.0007682667504623 0.000248204519466),BaylorSCH0SE-WasinkhyahTMP0SE-191
POINT (0.000768263882648 0.0002482036032662),BaylorSCH0SE-WasinkhyahTMP0SE-192
POINT (0.0007682642924625 0.0002482027196621),BaylorSCH0SE-WasinkhyahTMP0SE-193
POINT (0.0007682612057282 0.0002482034906912),BaylorSCH0SE-WasinkhyahTMP0SE-194
POINT (0.0007682607063605 0.0002482022893338),BaylorSCH0SE-WasinkhyahTMP0SE-195
POINT (0.0007682601727866 0.000248203727295),BaylorSCH0SE-WasinkhyahTMP0SE-196
POINT (0.0007682601266871 0.0002482024449901),BaylorSCH0S-WasinkhyahTMP0S-153
POINT (0.0007682595778202 0.000248202628336),BaylorSCH0S-WasinkhyahTMP0S-154
POINT (0.0007682591930671 0.0002482027495991),BaylorSCH0S-WasinkhyahTMP0S-155
POINT (0.0007682600511077 0.0002482049709886),BaylorSCH0SE-WasinkhyahTMP0SE-197
POINT (0.0007682607342232 0.0002482048072788),BaylorSCH0SE-WasinkhyahTMP0SE-198
POINT (0.0007682575217944 0.0002482036738265),BaylorSCH0S-WasinkhyahTMP0S-156
POINT (0.0007682572267932 0.0002482031574607),BaylorSCH0S-WasinkhyahTMP0S-157
POINT (0.0007682594142039 0.0002482040149062),BaylorSCH0S-WasinkhyahTMP0S-158
POINT (0.0007682648627636 0.0002482015250615),BaylorSCH0SE-WasinkhyahTMP0SE-199
POINT (0.0007682718288279 0.0002482033562749),BaylorSCH0SE-WasinkhyahTMP0SE-200
POINT (0.0007682764211681 0.0002482024669149),BaylorSCH0SE-WasinkhyahTMP0SE-201
POINT (0.000768277188851 0.0002482016997886),BaylorSCH0SE-WasinkhyahTMP0SE-202
POINT (0.0007682778013478 0.0002482015222347),BaylorSCH0SE-WasinkhyahTMP0SE-203
POINT (0.0007682793511294 0.0002482012550997),BaylorSCH0SE-WasinkhyahTMP0SE-204
POINT (0.000768279937383 0.0002482010970568),BaylorSCH0SE-WasinkhyahTMP0SE-205
POINT (0.0007682805339853 0.0002482013086482),BaylorSCH0SE-WasinkhyahTMP0SE-206
POINT (0.0007682812050967 0.0002482010983224),BaylorSCH0SE-WasinkhyahTMP0SE-207
POINT (0.0007682818808745 0.0002482008559929),BaylorSCH0SE-WasinkhyahTMP0SE-208
POINT (0.0007682827113839 0.000248200802129),BaylorSCH0SE-WasinkhyahTMP0SE-209
POINT (0.0007682832978353 0.0002481972249695),BaylorSCH0SE-WasinkhyahTMP0SE-210
POINT (0.0007682788019771 0.0002481970174332),BaylorSCH0SE-WasinkhyahTMP0SE-211
POINT (0.0007682841687519 0.0002481957827244),BaylorSCH0SE-WasinkhyahTMP0SE-212
POINT (0.0007682850115853 0.0002481958181256),BaylorSCH0SE-WasinkhyahTMP0SE-213
POINT (0.000768282955758 0.0002481939957532),BaylorSCH0SE-WasinkhyahTMP0SE-214
POINT (0.0007682826609297 0.0002481928560132),BaylorSCH0SE-WasinkhyahTMP0SE-215
POINT (0.0007682802019831 0.0002481920222476),BaylorSCH0SE-WasinkhyahTMP0SE-216
POINT (0.0007682825688524 0.0002481922065312),BaylorSCH0SE-WasinkhyahTMP0SE-217
POINT (0.0007682841909895 0.0002481941579233),BaylorSCH0SE-WasinkhyahTMP0SE-218
POINT (0.0007682824518506 0.0002481916010967),BaylorSCH0SE-WasinkhyahTMP0SE-219
POINT (0.0007682772800212 0.0002481933581714),BaylorSCH0SE-WasinkhyahTMP0SE-220
POINT (0.000768279760985 0.000248193342819),BaylorSCH0SE-WasinkhyahTMP0SE-221
POINT (0.0007682713207896 0.0002481919944535),BaylorSCH0SE-WasinkhyahTMP0SE-222
POINT (0.0007682767765155 0.0002481897720968),BaylorSCH0SE-WasinkhyahTMP0SE-223
POINT (0.0007682400286628 0.0002482322150339),BaylorSCH0SW-WasinkhyahTMP0SW-78
POINT (0.0007682339090353 0.0002482361823943),BaylorSCH0W-WasinkhyahTMP0W-35
POINT (0.0007682344838319 0.0002482361161823),BaylorSCH0W-WasinkhyahTMP0W-36
POINT (0.0007682399508316 0.0002482351517573),BaylorSCH0W-WasinkhyahTMP0W-37
POINT (0.0007682322770315 0.0002482337870986),BaylorSCH0W-WasinkhyahTMP0W-38
POINT (0.0007682346087189 0.0002482326981633),BaylorSCH0W-WasinkhyahTMP0W-39
POINT (0.0007682363800991 0.0002482334416833),BaylorSCH0W-WasinkhyahTMP0W-40
POINT (0.0007682374777513 0.0002482338736734),BaylorSCH0W-WasinkhyahTMP0W-41
POINT (0.0007682341906461 0.0002482343007732),BaylorSCH0W-WasinkhyahTMP0W-42
POINT (0.00076823584125 0.0002482321449274),BaylorSCH0W-WasinkhyahTMP0W-43
POINT (0.0007682337278996 0.0002482354136997),BaylorSCH0W-WasinkhyahTMP0W-44
POINT (0.0007682413635795 0.0002482345418848),BaylorSCH0W-WasinkhyahTMP0W-45
POINT (0.0007682384912164 0.0002482319116176),BaylorSCH0SW-WasinkhyahTMP0SW-79
POINT (0.0007682386659387 0.0002482324802512),BaylorSCH0SW-WasinkhyahTMP0SW-80
POINT (0.0007682402247133 0.0002482332729885),BaylorSCH0W-WasinkhyahTMP0W-46
POINT (0.0007682408437095 0.0002482332286318),BaylorSCH0SW-WasinkhyahTMP0SW-81
POINT (0.0007682427838327 0.0002482346738155),BaylorSCH0W-WasinkhyahTMP0W-47
POINT (0.0007682430535136 0.000248232714219),BaylorSCH0SW-WasinkhyahTMP0SW-82
POINT (0.00076824576809 0.0002482324840277),BaylorSCH0S-WasinkhyahTMP0S-159
POINT (0.0007682443372603 0.0002482336332868),BaylorSCH0SW-WasinkhyahTMP0SW-83
POINT (0.00076824407441 0.0002482345072698),BaylorSCH0SW-WasinkhyahTMP0SW-84
POINT (0.000768243228482 0.0002482364198129),BaylorSCH0W-WasinkhyahTMP0W-48
POINT (0.0007682431427819 0.0002482356949592),BaylorSCH0W-WasinkhyahTMP0W-49
POINT (0.0007682414748568 0.0002482376764746),BaylorSCH0W-WasinkhyahTMP0W-50
POINT (0.0007682450418967 0.0002482366738908),BaylorSCH0NW-WasinkhyahTMP0NW
POINT (0.0007682495307261 0.0002482368629738),BaylorSCH0E-WasinkhyahTMP0E-28
POINT (0.0007682461978632 0.0002482343029329),BaylorSCH0S-WasinkhyahTMP0S-160
POINT (0.0007682466628006 0.0002482332239696),BaylorSCH0S-WasinkhyahTMP0S-161
POINT (0.0007682486255603 0.0002482335065764),BaylorSCH0SE-WasinkhyahTMP0SE-224
POINT (0.0007682718515019 0.0002482268186191),BaylorSCH0E-WasinkhyahTMP0E-29
POINT (0.0007682720956106 0.0002482272699886),BaylorSCH0E-WasinkhyahTMP0E-30
POINT (0.0007682665554842 0.0002482265325057),BaylorSCH0SE-WasinkhyahTMP0SE-225
POINT (0.0007682619673225 0.0002482264249835),BaylorSCH0SE-WasinkhyahTMP0SE-226
POINT (0.0007682626279498 0.0002482239800503),BaylorSCH0SE-WasinkhyahTMP0SE-227
POINT (0.0007682251709853 0.000248213950773),BaylorSCH0SW-WasinkhyahTMP0SW-85
POINT (0.0007682257673898 0.0002482137630446),BaylorSCH0SW-WasinkhyahTMP0SW-86
POINT (0.0007682930220849 0.000248215534728),BaylorSCH0SE-WasinkhyahTMP0SE-228
POINT (0.0007682902010645 0.0002482192235928),BaylorSCH0E-WasinkhyahTMP0E-31
POINT (0.0007682652264624 0.0002482256683895),BaylorSCH0SE-WasinkhyahTMP0SE-229
POINT (0.0007682635290345 0.0002482268865211),BaylorSCH0SE-WasinkhyahTMP0SE-230
POINT (0.0007682718634376 0.0002482256638462),BaylorSCH0E-WasinkhyahTMP0E-32
POINT (0.0007682741269606 0.0002482207894782),BaylorSCH0SE-WasinkhyahTMP0SE-231
POINT (0.0007682729025339 0.0002482239035663),BaylorSCH0SE-WasinkhyahTMP0SE-232
POINT (0.0007682357710776 0.0002482240320162),BaylorSCH0SW-WasinkhyahTMP0SW-87
POINT (0.0007682355451914 0.0002482227047843),BaylorSCH0SW-WasinkhyahTMP0SW-88
POINT (0.0007682353556469 0.0002482216649843),BaylorSCH0SW-WasinkhyahTMP0SW-89
POINT (0.0007682495818169 0.0002482256067918),BaylorSCH0S-WasinkhyahTMP0S-162
POINT (0.0007682622410378 0.0002482300175029),BaylorSCH0E-WasinkhyahTMP0E-33
POINT (0.000768261753373 0.0002482308900968),BaylorSCH0E-WasinkhyahTMP0E-34
